SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE,PEW,Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,RL AOO,Criteria met at highest level,RL EOO (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
22728662,6010,"Ducks, Geese, Swans",Anas theodori,Mauritius Duck,EX,False,False,False,True,False,Not a migrant,False,True,False,0,,0,Unknown,not applicable,,not applicable
22680277,6050,"Ducks, Geese, Swans",Anas castanea,Chestnut Teal,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,7430000,70000,estimated,Unknown,suspected
22680280,6070,"Ducks, Geese, Swans",Anas aucklandica,Auckland Teal,NT,False,False,False,True,False,Not a migrant,False,True,False,356,B1a+2a; D1,1000,"330-1700, 1000-1700",estimated,Stable,estimated
22696545,6280,Grebes,Tachybaptus ruficollis,Little Grebe,LC,False,False,False,True,False,Full migrant,True,True,True,0,,170000000,384000-2350000,estimated,Unknown,not applicable
22696565,6300,Grebes,Tachybaptus pelzelnii,Madagascar Grebe,EN,False,False,False,True,False,Not a migrant,False,True,True,0,C2a(ii),689000,1000-2499,estimated,Decreasing,inferred
22696558,6310,Grebes,Tachybaptus rufolavatus,Alaotra Grebe,EX,False,False,False,True,False,Not a migrant,False,True,False,0,,0,Unknown,,,not applicable
22696571,6320,Grebes,Tachybaptus dominicus,Least Grebe,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,27000000,20000-500000,suspected,Stable,suspected
22696577,6350,Grebes,Podilymbus gigas,Atitlan Grebe,EX,False,False,False,True,False,Not a migrant,False,True,False,0,,0,Unknown,,,not applicable
22696589,6380,Grebes,Poliocephalus poliocephalus,Hoary-headed Grebe,LC,False,False,False,True,False,Full migrant,True,True,True,0,,5010000,16600-670000,estimated,Stable,suspected
22696623,6480,Grebes,Podiceps taczanowskii,Junin Grebe,EN,False,False,False,True,False,Not a migrant,False,True,False,0,"B1ab(i,ii,iii)+2ab(i,ii,iii); D",140,140-320,estimated,Decreasing,suspected
22686447,12730,Swifts,Cypseloides lemosi,White-chested Swift,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,21700,Unknown,not applicable,Unknown,not applicable
22686479,12810,Swifts,Streptoprocne biscutata,Biscutate Swift,LC,False,False,False,False,True,Full migrant,True,False,False,0,,2950000,Unknown,not applicable,Decreasing,inferred
22686638,12850,Swifts,Zoonavena grandidieri,Madagascar Spinetail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,928000,Unknown,not applicable,Decreasing,inferred
22686668,12920,Swifts,Neafrapus cassini,Cassin's Spinetail,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,4290000,Unknown,not applicable,Decreasing,suspected
22686672,12930,Swifts,Neafrapus boehmi,Böhm's Spinetail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,5370000,Unknown,not applicable,Decreasing,inferred
154632117,13000,Swifts,Chaetura andrei,Ashy-tailed Swift,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),406000,2500-9999,inferred,Decreasing,inferred
22686725,13040,Swifts,Chaetura brachyura,Short-tailed Swift,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,9940000,5000000-50000000,estimated,Stable,suspected
22686690,13140,Swifts,Hirundapus celebensis,Purple Needletail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1170000,Unknown,not applicable,Stable,suspected
22686504,13150,Swifts,Collocalia troglodytes,Pygmy Swiftlet,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,888000,Unknown,not applicable,Decreasing,inferred
22686525,13390,Swifts,Aerodramus hirundinaceus,Mountain Swiftlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,957000,Unknown,not applicable,Stable,suspected
22686534,13400,Swifts,Aerodramus terraereginae,Australian Swiftlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,223000,Unknown,estimated,Stable,suspected
60824542,13410,Swifts,Aerodramus brevirostris,Himalayan Swiftlet,LC,False,False,False,False,True,Full migrant,True,True,False,0,,3630000,Unknown,not applicable,Stable,suspected
60835335,13440,Swifts,Aerodramus vanikorensis,Uniform Swiftlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,11200000,Unknown,not applicable,Stable,suspected
22686733,13600,Swifts,Aeronautes saxatalis,White-throated Swift,LC,False,False,False,False,True,Full migrant,True,False,False,0,,6580000,3200000,estimated,Decreasing,estimated
22686756,13660,Swifts,Panyptila sanctihieronymi,Great Swallow-tailed Swift,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,672000,20000-49999,estimated,Decreasing,suspected
22686759,13670,Swifts,Panyptila cayennensis,Lesser Swallow-tailed Swift,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,15900000,500000-4999999,estimated,Decreasing,suspected
155257123,13680,Swifts,Cypsiurus parvus,African Palm Swift,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,26500000,Unknown,not applicable,Increasing,suspected
22686774,13720,Swifts,Tachymarptis melba,Alpine Swift,LC,False,False,False,False,True,Full migrant,True,True,False,0,,61100000,2160000-4870000,estimated,Unknown,suspected
22724997,13780,Swifts,Apus horus,Horus Swift,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,14000000,Unknown,not applicable,Increasing,suspected
22686856,13800,Swifts,Apus affinis,Little Swift,LC,False,False,False,False,True,Full migrant,True,False,False,0,,60600000,Unknown,not applicable,Unknown,not applicable
22686839,13850,Swifts,Apus balstoni,Madagascar Swift,LC,False,False,False,False,True,Not a migrant,True,False,True,0,,928000,Unknown,not applicable,Decreasing,inferred
22687759,13970,Hummingbirds,Topaza pella,Crimson Topaz,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2980000,Unknown,not applicable,Decreasing,not applicable
219584015,14080,Hummingbirds,Threnetes leucurus,Pale-tailed Barbthroat,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,7000000,Unknown,not applicable,Decreasing,suspected
154797056,14200,Hummingbirds,Phaethornis bourcieri,Straight-billed Hermit,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3990000,Unknown,not applicable,Stable,suspected
22725723,14220,Hummingbirds,Phaethornis longirostris,Long-billed Hermit,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1650000,Unknown,not applicable,Decreasing,suspected
22687957,15640,Hummingbirds,Haplophaedia lugens,Hoary Puffleg,NT,False,False,False,False,True,Not a migrant,True,False,False,7800,B1b(iii),12200,Unknown,not applicable,Stable,suspected
22687909,15660,Hummingbirds,Eriocnemis nigrivestis,Black-breasted Puffleg,EN,False,False,False,False,True,Not a migrant,True,False,False,100,"B1ab(i,ii,iii)+2ab(i,ii,iii); D",590,100-150,inferred,Decreasing,suspected
22687947,15690,Hummingbirds,Eriocnemis derbyi,Black-thighed Puffleg,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,96000,Unknown,not applicable,Stable,suspected
22687930,15710,Hummingbirds,Eriocnemis cupreoventris,Coppery-bellied Puffleg,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,81400,Unknown,not applicable,Stable,suspected
22687794,15820,Hummingbirds,Aglaeactis aliciae,Purple-backed Sunbeam,VU,False,False,False,False,True,Not a migrant,True,False,False,0,"B1ab(i,ii,iii)+2ab(i,ii,iii)",1100,1000-2499,estimated,Decreasing,suspected
22726758,15910,Hummingbirds,Coeligena dichroura,Huanuco Starfrontlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,162000,Unknown,not applicable,Decreasing,suspected
22726770,15930,Hummingbirds,Coeligena osculans,Cuzco Starfrontlet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,38000,Unknown,not applicable,Decreasing,suspected
22687968,16120,Hummingbirds,Ocreatus underwoodii,Booted Racket-tail,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,3640000,Unknown,not applicable,Decreasing,suspected
22687718,16180,Hummingbirds,Heliodoxa xanthogonys,Velvet-browed Brilliant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,365000,Unknown,not applicable,Decreasing,not applicable
45450140,16210,Hummingbirds,Heliodoxa schreibersii,Black-throated Brilliant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,918000,Unknown,not applicable,Decreasing,inferred
22687740,16250,Hummingbirds,Heliodoxa jacula,Green-crowned Brilliant,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,1070000,500000-4999999,suspected,Stable,suspected
22687753,16310,Hummingbirds,Sternoclyta cyanopectus,Violet-chested Hummingbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,117000,Unknown,not applicable,Decreasing,not applicable
22687680,16450,Hummingbirds,Lampornis hemileucus,White-bellied Mountain-gem,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,9468,,22000,20000-49999,suspected,Stable,suspected
22729036,16460,Hummingbirds,Lampornis calolaemus,Purple-throated Mountain-gem,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,53400,50000-499999,suspected,Decreasing,suspected
22725806,16470,Hummingbirds,Lampornis cinereicauda,Grey-tailed Mountain-gem,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,6048,,9600,Unknown,not applicable,Stable,suspected
22688150,16560,Hummingbirds,Thaumastura cora,Peruvian Sheartail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,579000,Unknown,not applicable,Stable,suspected
22688248,16570,Hummingbirds,Myrmia micrura,Short-tailed Woodstar,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,134000,Unknown,not applicable,Stable,suspected
22688147,16590,Hummingbirds,Rhodopis vesper,Oasis Hummingbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1340000,Unknown,not applicable,Stable,suspected
22688182,16610,Hummingbirds,Microstilbon burmeisteri,Slender-tailed Woodstar,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,215000,Unknown,not applicable,Stable,suspected
22688193,16740,Hummingbirds,Archilochus colubris,Ruby-throated Hummingbird,LC,False,False,False,False,True,Full migrant,True,False,False,0,,9860000,36000000,estimated,Increasing,estimated
133484158,16760,Hummingbirds,Nesophlox evelynae,Bahama Hummingbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,235000,Unknown,not applicable,Stable,suspected
22688229,16780,Hummingbirds,Mellisuga minima,Vervain Hummingbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,198000,Unknown,not applicable,Decreasing,suspected
22688214,16790,Hummingbirds,Mellisuga helenae,Bee Hummingbird,NT,False,False,False,False,True,Not a migrant,True,False,False,40000,A2ac+3c+4ac,161000,22000-66000,estimated,Decreasing,inferred
22688299,16840,Hummingbirds,Selasphorus sasin,Allen's Hummingbird,LC,False,False,False,False,True,Full migrant,True,False,False,0,,214000,1500000,estimated,Increasing,inferred
22688293,16850,Hummingbirds,Selasphorus platycercus,Broad-tailed Hummingbird,LC,False,False,False,False,True,Full migrant,True,False,False,0,,3960000,9800000,estimated,Decreasing,estimated
22688238,16870,Hummingbirds,Selasphorus ellioti,Wine-throated Hummingbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,154000,20000-49999,suspected,Decreasing,suspected
22687368,16910,Hummingbirds,Phaeoptila sordida,Dusky Hummingbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,162000,50000-499999,suspected,Stable,suspected
22687333,16930,Hummingbirds,Riccordia bracei,Brace's Emerald,EX,False,False,False,False,True,Not a migrant,True,False,False,0,,0,Unknown,not applicable,,not applicable
22729031,17010,Hummingbirds,Cynanthus auriceps,Golden-crowned Emerald,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,481000,50000-499999,suspected,Decreasing,suspected
22683879,20040,Cuckoos,Cuculus gularis,African Cuckoo,LC,False,False,False,False,True,Full migrant,True,True,False,0,,21700000,Unknown,not applicable,Stable,suspected
22692192,20160,Finfoots,Heliornis fulica,Sungrebe,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,16700000,500000-4999999,estimated,Decreasing,suspected
22692293,20320,"Rails, Gallinules, Coots",Rallicula leucospila,White-striped Forest Rail,LC,False,False,False,True,False,Not a migrant,True,False,False,7600,,67000,Unknown,not applicable,Decreasing,suspected
22692282,20420,"Rails, Gallinules, Coots",Micropygia schomburgkii,Ocellated Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,10800000,50000-499999,estimated,Decreasing,suspected
22692323,20440,"Rails, Gallinules, Coots",Rufirallus viridis,Russet-crowned Crake,LC,False,False,False,True,False,Not a migrant,True,False,False,0,,11900000,Unknown,not applicable,Unknown,not applicable
22692337,20450,"Rails, Gallinules, Coots",Laterallus melanophaius,Rufous-sided Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,15000000,16700-66700,not applicable,Stable,not applicable
22692340,20460,"Rails, Gallinules, Coots",Laterallus levraudi,Rusty-flanked Crake,VU,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(i),124000,1000-2499,estimated,Decreasing,inferred
22692346,20480,"Rails, Gallinules, Coots",Laterallus albigularis,White-throated Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1900000,500000-4999999,suspected,Stable,suspected
22692482,20670,"Rails, Gallinules, Coots",Rallus semiplumbeus,Bogota Rail,VU,False,False,False,True,False,Not a migrant,True,True,False,400,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)",13200,3700,estimated,Decreasing,inferred
22725141,20690,"Rails, Gallinules, Coots",Rallus aquaticus,Western Water Rail,LC,False,False,False,True,False,Full migrant,True,True,False,0,,33200000,628000-1300000,estimated,Unknown,not applicable
22692498,20710,"Rails, Gallinules, Coots",Rallus caerulescens,African Rail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,20900000,Unknown,not applicable,Unknown,not applicable
22692552,20780,"Rails, Gallinules, Coots",Aramidopsis plateni,Snoring Rail,VU,False,False,False,False,True,Not a migrant,True,True,False,0,A2c+3c+4c,385000,Unknown,unknown,Decreasing,suspected
22692463,20790,"Rails, Gallinules, Coots",Lewinia striata,Slaty-breasted Rail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,19000000,Unknown,not applicable,Unknown,suspected
22692778,20930,"Rails, Gallinules, Coots",Eulabeornis castaneoventris,Chestnut Rail,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,721000,Unknown,not applicable,Unknown,not applicable
22692418,20960,"Rails, Gallinules, Coots",Hypotaenidia torquata,Barred Rail,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,2660000,Unknown,not applicable,Unknown,not applicable
22728740,20980,"Rails, Gallinules, Coots",Hypotaenidia poeciloptera,Bar-winged Rail,EX,False,False,False,True,False,Not a migrant,True,False,False,0,,0,Unknown,not applicable,,not applicable
22692438,21020,"Rails, Gallinules, Coots",Hypotaenidia rovianae,Roviana Rail,LC,False,False,False,True,False,Not a migrant,True,False,False,0,,6800,Unknown,not applicable,Stable,suspected
22692441,21030,"Rails, Gallinules, Coots",Hypotaenidia owstoni,Guam Rail,CR,False,False,False,True,False,Not a migrant,True,False,False,4,D,4,1-49,suspected,Increasing,suspected
22692447,21040,"Rails, Gallinules, Coots",Hypotaenidia wakensis,Wake Island Rail,EX,False,False,False,True,False,Not a migrant,True,False,False,0,,0,Unknown,not applicable,,not applicable
62258591,21100,"Rails, Gallinules, Coots",Dryolimnas augusti,Reunion Rail,EX,False,False,False,True,False,Not a migrant,True,True,False,0,,0,0,estimated,,not applicable
22692539,21110,"Rails, Gallinules, Coots",Crex egregia,African Crake,LC,False,False,False,True,False,Full migrant,True,True,False,0,,18700000,Unknown,not applicable,Unknown,not applicable
22692766,21300,"Rails, Gallinules, Coots",Pardirallus nigricans,Blackish Rail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,12000000,13300-73300,estimated,Unknown,not applicable
22728616,21330,"Rails, Gallinules, Coots",Gymnocrex talaudensis,Talaud Rail,EN,False,False,False,True,False,Not a migrant,False,True,False,156-524,C2a(ii),1220,"500-2500,500-1000",estimated,Decreasing,inferred
22692609,21340,"Rails, Gallinules, Coots",Gymnocrex plumbeiventris,Bare-eyed Rail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,2420000,Unknown,not applicable,Unknown,not applicable
22692680,21400,"Rails, Gallinules, Coots",Porzana fluminea,Australian Crake,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,8570000,Unknown,not applicable,Unknown,not applicable
